Note: first run, but came from the second run of multirunner_1

INFO:root:Bryce's Linux Server Acct | Pypy v7.2.0
INFO:root:random seed is 1576248442
INFO:root:move: blackB moved N@b6
INFO:root:move: whiteA moved c4d3
INFO:root:move: whiteB moved c4d3
INFO:root:move: blackA moved P@b4
INFO:root:move: blackB moved P@b4
INFO:root:move: whiteA moved c3e2
INFO:root:move: whiteB moved c3e2
INFO:root:move: blackA moved c6c5
INFO:root:move: blackB moved c6c5
INFO:root:move: whiteA moved e2f4
INFO:root:move: whiteB moved e2f4
INFO:root:move: blackA moved c5d4
INFO:root:move: blackB moved e6e5
INFO:root:move: whiteA moved f3d4
INFO:root:move: whiteB moved P@f7
INFO:root:move: blackA moved d8c8
INFO:root:move: blackB moved e8f7
INFO:root:move: whiteA moved P@a5
INFO:root:move: whiteB moved d4e5
INFO:root:move: blackA moved b6a4
INFO:root:move: blackB moved f6e5
INFO:root:move: whiteA moved P@d5
INFO:root:move: whiteB moved f4h5
INFO:root:move: blackA moved a4b2
INFO:root:move: blackB moved P@c4
INFO:root:move: whiteA moved d1f3
INFO:root:move: whiteB moved P@f6
INFO:root:move: blackA moved P@d2
INFO:root:move: blackB moved c4d3
INFO:root:move: whiteA moved B@d1
INFO:root:move: whiteB moved f6e7
INFO:root:move: blackA moved B@f7
INFO:root:move: blackB moved d8e7
INFO:root:move: whiteA moved d5e6
INFO:root:move: whiteB moved d1d3
INFO:root:move: blackA moved P@h2
INFO:root:move: blackB moved P@c4
INFO:root:move: whiteA moved g1h2
INFO:root:move: whiteB moved d3d2
INFO:root:move: blackA moved b2d3
INFO:root:move: blackB moved P@c3
INFO:root:move: whiteA moved e6f7
INFO:root:move: whiteB moved B@d5
INFO:root:move: blackA moved e8f7
INFO:root:move: blackB moved b6d5
INFO:root:move: whiteA moved f4d3
INFO:root:move: whiteB moved d2d5
INFO:root:move: blackA moved N@g4
INFO:root:move: blackB moved N@e6
INFO:root:move: whiteA moved h3g4
INFO:root:move: whiteB moved f3g5
INFO:root:move: blackA moved f7e8
INFO:root:move: blackB moved g8g5
INFO:root:move: whiteA moved B@h5
INFO:root:move: whiteB moved h6g5
INFO:root:move: blackA moved R@g6
INFO:root:move: blackB moved N@e2
INFO:root:move: whiteA moved N@d5
INFO:root:move: whiteB moved g1h1
INFO:root:move: blackA moved d7g4
INFO:root:move: blackB moved e7g5
INFO:root:move: whiteA moved h5g6
INFO:root:move: whiteB moved P@g6
INFO:root:move: blackA moved g8g6
INFO:root:move: blackB moved g5g6
INFO:root:move: whiteA moved B@b5
INFO:root:move: whiteB moved B@g8
INFO:root:move: blackA moved b8d7
INFO:root:move: blackB moved f7g8
INFO:root:move: whiteA moved B@f7
INFO:root:move: whiteB moved h5f6
INFO:root:move: blackA moved e8f7
INFO:root:move: blackB moved g6f6
INFO:root:move: whiteA moved N@e5
INFO:root:move: whiteB moved P@f7
INFO:root:move: blackA moved d6e5
INFO:root:move: blackB moved g8f7
INFO:root:move: whiteA moved P@e6
INFO:root:move: whiteB moved B@h5
INFO:root:move: blackA moved g4e6
INFO:root:move: blackB moved B@g6
INFO:root:move: whiteA moved P@h5
INFO:root:move: whiteB moved N@h6
INFO:root:move: blackA moved g6h6
INFO:root:move: blackB moved f7g7
INFO:root:move: whiteA moved b5d7
INFO:root:move: whiteB moved B@h8
INFO:root:move: blackA moved e6d7
INFO:root:move: blackB moved g7h8
INFO:root:move: whiteA moved B@e3
INFO:root:move: whiteB moved B@f4
INFO:root:move: blackA moved e5d4
INFO:root:move: blackB moved N@g3
INFO:root:move: whiteA moved e3h6
INFO:root:move: whiteB moved f2g3
INFO:root:move: blackA moved N@g4
INFO:root:move: blackB moved R@g1
INFO:root:move: whiteA moved h2g1
INFO:root:move: whiteB moved f1g1
INFO:root:move: blackA moved R@g8
INFO:root:move: blackB moved R@h2
INFO:root:move: whiteA moved h6d2
INFO:root:move: whiteB moved h1h2
INFO:root:move: blackA moved R@a3
INFO:root:move: blackB moved e2f4
INFO:root:move: whiteA moved B@b3
INFO:root:move: whiteB moved N@f7
INFO:root:move: blackA moved d7e6
INFO:root:move: blackB moved h8g7
INFO:root:move: whiteA moved d5e7
INFO:root:move: whiteB moved P@g5
INFO:root:move: blackA moved f7e7
INFO:root:move: blackB moved f4d5
INFO:root:move: whiteA moved d2b4
INFO:root:move: whiteB moved g5f6
INFO:root:move: blackA moved Q@c5
INFO:root:move: blackB moved d5f6
INFO:root:move: whiteA moved b4c5
INFO:root:move: whiteB moved N@f5
INFO:root:move: blackA moved c8c5
INFO:root:move: blackB moved g6f5
INFO:root:move: whiteA moved d3c5
INFO:root:move: whiteB moved h6f5
INFO:root:move: blackA moved B@h2
INFO:root:move: blackB moved g7g8
INFO:root:move: whiteA moved g1h1
INFO:root:move: whiteB moved f7h6
INFO:root:move: blackA moved a3b3
INFO:root:move: blackB moved g8h8
INFO:root:move: whiteA moved N@d5
INFO:root:move: whiteB moved B@g7
INFO:root:move: blackA moved e6d5
INFO:root:move: blackB moved e6g7
INFO:root:move: whiteA moved Q@d7
INFO:root:move: whiteB moved N@f7
INFO:root:Game over! A status:False, B status:stalemate/checkmate
INFO:root:Stats for Agent whiteA
Move number 1 
Total States for game: 8779
Max branching factor for game: 9.362912569055233
Average states per move for game: 8779.0
Average eval function execution time for game: 3.212312637557438e-05
Eval function execution count: 7685
States for current turn: 8779
Current turn branching factor: 9.362912569055233
Current turn eval function time: 0.24686622619628906
Current turn eval function count: 7685
Current turn eval function average time: 3.212312637557438e-05

Move number 2 
Total States for game: 23053
Max branching factor for game: 10.592904476846295
Average states per move for game: 11526.5
Average eval function execution time for game: 2.293236087732095e-05
Eval function execution count: 20276
States for current turn: 14274
Current turn branching factor: 10.592904476846295
Current turn eval function time: 0.2181103229522705
Current turn eval function count: 12591
Current turn eval function average time: 1.732271646035029e-05

Move number 3 
Total States for game: 61287
Max branching factor for game: 13.660694567452097
Average states per move for game: 20429.0
Average eval function execution time for game: 1.7922784916032834e-05
Eval function execution count: 55101
States for current turn: 38234
Current turn branching factor: 13.660694567452097
Current turn eval function time: 0.5225868225097656
Current turn eval function count: 34825
Current turn eval function average time: 1.5006082484128231e-05

Move number 4 
Total States for game: 109162
Max branching factor for game: 14.399734619507242
Average states per move for game: 27290.5
Average eval function execution time for game: 1.6624137426235416e-05
Eval function execution count: 98096
States for current turn: 47875
Current turn branching factor: 14.399734619507242
Current turn eval function time: 0.6431980133056641
Current turn eval function count: 42995
Current turn eval function average time: 1.495983284813732e-05

Move number 5 
Total States for game: 162594
Max branching factor for game: 14.947502824896976
Average states per move for game: 32518.8
Average eval function execution time for game: 1.602989153634689e-05
Eval function execution count: 148016
States for current turn: 53432
Current turn branching factor: 14.947502824896976
Current turn eval function time: 0.7419190406799316
Current turn eval function count: 49920
Current turn eval function average time: 1.4862160270030682e-05

Move number 6 
Total States for game: 202406
Max branching factor for game: 14.947502824896976
Average states per move for game: 33734.333333333336
Average eval function execution time for game: 1.5859120136637873e-05
Eval function execution count: 182989
States for current turn: 39812
Current turn branching factor: 13.675185369176376
Current turn eval function time: 0.5293641090393066
Current turn eval function count: 34973
Current turn eval function average time: 1.5136365454473641e-05

Move number 7 
Total States for game: 328224
Max branching factor for game: 18.305002768289075
Average states per move for game: 46889.142857142855
Average eval function execution time for game: 1.5588374407624747e-05
Eval function execution count: 295263
States for current turn: 125818
Current turn branching factor: 18.305002768289075
Current turn eval function time: 1.7006256580352783
Current turn eval function count: 112274
Current turn eval function average time: 1.5147101359489093e-05

Move number 8 
Total States for game: 445428
Max branching factor for game: 18.305002768289075
Average states per move for game: 55678.5
Average eval function execution time for game: 1.539452751403007e-05
Eval function execution count: 399750
States for current turn: 117204
Current turn branching factor: 17.979001349134933
Current turn eval function time: 1.5512921810150146
Current turn eval function count: 104487
Current turn eval function average time: 1.48467482176253e-05

Move number 9 
Total States for game: 516340
Max branching factor for game: 18.305002768289075
Average states per move for game: 57371.11111111111
Average eval function execution time for game: 1.5526941837839503e-05
Eval function execution count: 462393
States for current turn: 70912
Current turn branching factor: 15.820424665440623
Current turn eval function time: 1.0255868434906006
Current turn eval function count: 62643
Current turn eval function average time: 1.6371930518822544e-05

Move number 10 
Total States for game: 1251706
Max branching factor for game: 28.7242057526677
Average states per move for game: 125170.6
Average eval function execution time for game: 1.56639093948736e-05
Eval function execution count: 1143150
States for current turn: 735366
Current turn branching factor: 28.7242057526677
Current turn eval function time: 10.726648807525635
Current turn eval function count: 680757
Current turn eval function average time: 1.5756942356120664e-05

Move number 11 
Total States for game: 1319312
Max branching factor for game: 28.7242057526677
Average states per move for game: 119937.45454545454
Average eval function execution time for game: 1.5848848367351638e-05
Eval function execution count: 1205345
States for current turn: 67606
Current turn branching factor: 15.792063005782198
Current turn eval function time: 1.1971321105957031
Current turn eval function count: 62195
Current turn eval function average time: 1.9248044225350964e-05

Move number 12 
Total States for game: 1444499
Max branching factor for game: 28.7242057526677
Average states per move for game: 120374.91666666667
Average eval function execution time for game: 1.6135615374456874e-05
Eval function execution count: 1321593
States for current turn: 125187
Current turn branching factor: 18.464875019066092
Current turn eval function time: 2.221386194229126
Current turn eval function count: 116248
Current turn eval function average time: 1.9109027202438974e-05

Move number 13 
Total States for game: 1534176
Max branching factor for game: 28.7242057526677
Average states per move for game: 118013.53846153847
Average eval function execution time for game: 1.6303160290398477e-05
Eval function execution count: 1403981
States for current turn: 89677
Current turn branching factor: 16.94205120806414
Current turn eval function time: 1.5646109580993652
Current turn eval function count: 82388
Current turn eval function average time: 1.8990762709367448e-05

Move number 14 
Total States for game: 1696585
Max branching factor for game: 28.7242057526677
Average states per move for game: 121184.64285714286
Average eval function execution time for game: 1.655084701683437e-05
Eval function execution count: 1555364
States for current turn: 162409
Current turn branching factor: 19.72510287312792
Current turn eval function time: 2.853264331817627
Current turn eval function count: 151383
Current turn eval function average time: 1.884798380146798e-05

Move number 15 
Total States for game: 1743510
Max branching factor for game: 28.7242057526677
Average states per move for game: 116234.0
Average eval function execution time for game: 1.6618254386792182e-05
Eval function execution count: 1596491
States for current turn: 46925
Current turn branching factor: 14.240713780689088
Current turn eval function time: 0.788301944732666
Current turn eval function count: 41127
Current turn eval function average time: 1.916750418782469e-05

Move number 16 
Total States for game: 1905403
Max branching factor for game: 28.7242057526677
Average states per move for game: 119087.6875
Average eval function execution time for game: 1.684351403588001e-05
Eval function execution count: 1738816
States for current turn: 161893
Current turn branching factor: 19.42317835455239
Current turn eval function time: 2.756878137588501
Current turn eval function count: 142325
Current turn eval function average time: 1.9370301335594595e-05

Move number 17 
Total States for game: 2672259
Max branching factor for game: 29.036647845185065
Average states per move for game: 157191.70588235295
Average eval function execution time for game: 1.7512591172735755e-05
Eval function execution count: 2449679
States for current turn: 766856
Current turn branching factor: 29.036647845185065
Current turn eval function time: 13.612455129623413
Current turn eval function count: 710863
Current turn eval function average time: 1.9149196300304576e-05

Move number 18 
Total States for game: 3157292
Max branching factor for game: 29.036647845185065
Average states per move for game: 175405.11111111112
Average eval function execution time for game: 1.7725021306827925e-05
Eval function execution count: 2915237
States for current turn: 485033
Current turn branching factor: 26.121219489720577
Current turn eval function time: 8.772411108016968
Current turn eval function count: 465558
Current turn eval function average time: 1.8842788885631797e-05

Move number 19 
Total States for game: 3454062
Max branching factor for game: 29.036647845185065
Average states per move for game: 181792.73684210525
Average eval function execution time for game: 1.7861672874126267e-05
Eval function execution count: 3190886
States for current turn: 296770
Current turn branching factor: 22.913377242242323
Current turn eval function time: 5.3219239711761475
Current turn eval function count: 275649
Current turn eval function average time: 1.9306886552014148e-05

Move number 20 
Total States for game: 3752570
Max branching factor for game: 29.036647845185065
Average states per move for game: 187628.5
Average eval function execution time for game: 1.7984144458949915e-05
Eval function execution count: 3472145
States for current turn: 298508
Current turn branching factor: 23.029080986947868
Current turn eval function time: 5.448995351791382
Current turn eval function count: 281259
Current turn eval function average time: 1.937358574051455e-05

Move number 21 
Total States for game: 3785660
Max branching factor for game: 29.036647845185065
Average states per move for game: 180269.52380952382
Average eval function execution time for game: 1.7997972027283835e-05
Eval function execution count: 3503057
States for current turn: 33090
Current turn branching factor: 13.259641315159595
Current turn eval function time: 0.6043646335601807
Current turn eval function count: 30912
Current turn eval function average time: 1.9551133332045183e-05

Move number 22 
Total States for game: 3854673
Max branching factor for game: 29.036647845185065
Average states per move for game: 175212.4090909091
Average eval function execution time for game: 1.8031373678234664e-05
Eval function execution count: 3560063
States for current turn: 69013
Current turn branching factor: 15.451837852270469
Current turn eval function time: 1.144904375076294
Current turn eval function count: 57006
Current turn eval function average time: 2.0083927570366172e-05

Move number 23 
Total States for game: 3991564
Max branching factor for game: 29.036647845185065
Average states per move for game: 173546.26086956522
Average eval function execution time for game: 1.8080811851974993e-05
Eval function execution count: 3674865
States for current turn: 136891
Current turn branching factor: 18.407184421192024
Current turn eval function time: 2.251716375350952
Current turn eval function count: 114802
Current turn eval function average time: 1.9613912434896187e-05

Move number 24 
Total States for game: 4085091
Max branching factor for game: 29.036647845185065
Average states per move for game: 170212.125
Average eval function execution time for game: 1.8102347443383208e-05
Eval function execution count: 3760472
States for current turn: 93527
Current turn branching factor: 17.105167034429194
Current turn eval function time: 1.6288280487060547
Current turn eval function count: 85607
Current turn eval function average time: 1.9026809124324586e-05

Move number 25 
Total States for game: 4313161
Max branching factor for game: 29.036647845185065
Average states per move for game: 172526.44
Average eval function execution time for game: 1.8161349426929223e-05
Eval function execution count: 3942411
States for current turn: 228070
Current turn branching factor: 20.652919431882147
Current turn eval function time: 3.5261330604553223
Current turn eval function count: 181939
Current turn eval function average time: 1.9380853255515983e-05

Move number 26 
Total States for game: 4506218
Max branching factor for game: 29.036647845185065
Average states per move for game: 173316.07692307694
Average eval function execution time for game: 1.823564691878333e-05
Eval function execution count: 4095297
States for current turn: 193057
Current turn branching factor: 19.77388160704962
Current turn eval function time: 3.0808863639831543
Current turn eval function count: 152886
Current turn eval function average time: 2.0151527046185748e-05

Move number 27 
Total States for game: 4572022
Max branching factor for game: 29.036647845185065
Average states per move for game: 169334.14814814815
Average eval function execution time for game: 1.826204039839096e-05
Eval function execution count: 4144995
States for current turn: 65804
Current turn branching factor: 14.930856721498321
Current turn eval function time: 1.0156760215759277
Current turn eval function count: 49698
Current turn eval function average time: 2.043695966791275e-05

Move number 28 
Total States for game: 5265865
Max branching factor for game: 29.036647845185065
Average states per move for game: 188066.60714285713
Average eval function execution time for game: 1.8418500336548104e-05
Eval function execution count: 4789156
States for current turn: 693843
Current turn branching factor: 28.33013257388812
Current turn eval function time: 12.513005256652832
Current turn eval function count: 644161
Current turn eval function average time: 1.9425276067090108e-05

Move number 29 
Total States for game: 6115059
Max branching factor for game: 29.708033894702183
Average states per move for game: 210864.10344827586
Average eval function execution time for game: 1.8606593837572423e-05
Eval function execution count: 5568081
States for current turn: 849194
Current turn branching factor: 29.708033894702183
Current turn eval function time: 15.39395022392273
Current turn eval function count: 778925
Current turn eval function average time: 1.9763071186472035e-05

Move number 30 
Total States for game: 9304599
Max branching factor for game: 41.755743130482166
Average states per move for game: 310153.3
Average eval function execution time for game: 1.893483635857431e-05
Eval function execution count: 8608020
States for current turn: 3189540
Current turn branching factor: 41.755743130482166
Current turn eval function time: 59.38842844963074
Current turn eval function count: 3039939
Current turn eval function average time: 1.9536059259620256e-05

Move number 31 
Total States for game: 11420932
Max branching factor for game: 41.755743130482166
Average states per move for game: 368417.1612903226
Average eval function execution time for game: 1.9043448516524356e-05
Eval function execution count: 10630235
States for current turn: 2116333
Current turn branching factor: 37.71002600289037
Current turn eval function time: 39.44488286972046
Current turn eval function count: 2022215
Current turn eval function average time: 1.9505780972705898e-05

Move number 32 
Total States for game: 12137695
Max branching factor for game: 41.755743130482166
Average states per move for game: 379302.96875
Average eval function execution time for game: 1.9091341550571555e-05
Eval function execution count: 11307830
States for current turn: 716763
Current turn branching factor: 28.69079273957235
Current turn eval function time: 13.445311784744263
Current turn eval function count: 677595
Current turn eval function average time: 1.984269627837316e-05

Move number 33 
Total States for game: 12301542
Max branching factor for game: 41.755743130482166
Average states per move for game: 372774.0
Average eval function execution time for game: 1.909884979685359e-05
Eval function execution count: 11455386
States for current turn: 163847
Current turn branching factor: 19.599239430779484
Current turn eval function time: 2.9030518531799316
Current turn eval function count: 147556
Current turn eval function average time: 1.9674237938002734e-05

Move number 34 
Total States for game: 12671124
Max branching factor for game: 41.755743130482166
Average states per move for game: 372680.1176470588
Average eval function execution time for game: 1.908112312891134e-05
Eval function execution count: 11791366
States for current turn: 369582
Current turn branching factor: 24.075668587847474
Current turn eval function time: 6.207809925079346
Current turn eval function count: 335980
Current turn eval function average time: 1.847672458205651e-05

Move number 35 
Total States for game: 12713603
Max branching factor for game: 41.755743130482166
Average states per move for game: 363245.8
Average eval function execution time for game: 1.908053038128403e-05
Eval function execution count: 11826948
States for current turn: 42479
Current turn branching factor: 13.734333500593491
Current turn eval function time: 0.6719341278076172
Current turn eval function count: 35582
Current turn eval function average time: 1.8884102293508436e-05

Move number 36 
Total States for game: 12787134
Max branching factor for game: 41.755743130482166
Average states per move for game: 355198.1666666667
Average eval function execution time for game: 1.90817123432446e-05
Eval function execution count: 11896416
States for current turn: 73531
Current turn branching factor: 16.2347721906487
Current turn eval function time: 1.3395473957061768
Current turn eval function count: 69468
Current turn eval function average time: 1.928294172433605e-05

Move number 37 
Total States for game: 12916061
Max branching factor for game: 41.755743130482166
Average states per move for game: 349082.7297297297
Average eval function execution time for game: 1.9078950146930585e-05
Eval function execution count: 12013876
States for current turn: 128927
Current turn branching factor: 18.512816615982317
Current turn eval function time: 2.208153247833252
Current turn eval function count: 117460
Current turn eval function average time: 1.879919332396775e-05

Move number 38 
Total States for game: 13903837
Max branching factor for game: 41.755743130482166
Average states per move for game: 365890.44736842107
Average eval function execution time for game: 1.907153107660379e-05
Eval function execution count: 12939525
States for current turn: 987776
Current turn branching factor: 31.01784233238431
Current turn eval function time: 17.564411878585815
Current turn eval function count: 925649
Current turn eval function average time: 1.8975239943635023e-05

Move number 39 
Total States for game: 13999210
Max branching factor for game: 41.755743130482166
Average states per move for game: 358954.10256410256
Average eval function execution time for game: 1.9069551701685364e-05
Eval function execution count: 13025374
States for current turn: 95373
Current turn branching factor: 17.11724276862369
Current turn eval function time: 1.6114897727966309
Current turn eval function count: 85849
Current turn eval function average time: 1.8771211927880708e-05

Move number 40 
Total States for game: 14226383
Max branching factor for game: 41.755743130482166
Average states per move for game: 355659.575
Average eval function execution time for game: 1.9076469043510214e-05
Eval function execution count: 13220025
States for current turn: 227173
Current turn branching factor: 21.00458763371017
Current turn eval function time: 3.8033547401428223
Current turn eval function count: 194651
Current turn eval function average time: 1.953935371584437e-05

Move number 41 
Total States for game: 14285225
Max branching factor for game: 41.755743130482166
Average states per move for game: 348420.1219512195
Average eval function execution time for game: 1.907960562558091e-05
Eval function execution count: 13261569
States for current turn: 58842
Current turn branching factor: 14.276675138755394
Current turn eval function time: 0.834108829498291
Current turn eval function count: 41544
Current turn eval function average time: 2.0077720717752047e-05

Move number 42 
Total States for game: 14469955
Max branching factor for game: 41.755743130482166
Average states per move for game: 344522.7380952381
Average eval function execution time for game: 1.9071035749211646e-05
Eval function execution count: 13413763
States for current turn: 184730
Current turn branching factor: 19.75146815319301
Current turn eval function time: 2.7888472080230713
Current turn eval function count: 152194
Current turn eval function average time: 1.8324291417684478e-05

Move number 43 
Total States for game: 14509314
Max branching factor for game: 41.755743130482166
Average states per move for game: 337425.9069767442
Average eval function execution time for game: 1.9068201401920997e-05
Eval function execution count: 13450740
States for current turn: 39359
Current turn branching factor: 13.867012860369254
Current turn eval function time: 0.6670656204223633
Current turn eval function count: 36977
Current turn eval function average time: 1.8040014615094877e-05

Move number 44 
Total States for game: 15913463
Max branching factor for game: 41.755743130482166
Average states per move for game: 361669.61363636365
Average eval function execution time for game: 1.8999532003927496e-05
Eval function execution count: 14720321
States for current turn: 1404149
Current turn branching factor: 33.5671990257457
Current turn eval function time: 23.19779062271118
Current turn eval function count: 1269581
Current turn eval function average time: 1.8272005191249066e-05

Move number 45 
Total States for game: 17942764
Max branching factor for game: 41.755743130482166
Average states per move for game: 398728.0888888889
Average eval function execution time for game: 1.8905202573995616e-05
Eval function execution count: 16552770
States for current turn: 2029301
Current turn branching factor: 36.7923877949939
Current turn eval function time: 33.25426006317139
Current turn eval function count: 1832449
Current turn eval function average time: 1.8147440972802728e-05


INFO:root:

INFO:root:Stats for Agent whiteB
Move number 1 
Total States for game: 3231
Max branching factor for game: 7.075306639512899
Average states per move for game: 3231.0
Average eval function execution time for game: 2.311299728186532e-05
Eval function execution count: 2506
States for current turn: 3231
Current turn branching factor: 7.075306639512899
Current turn eval function time: 0.05792117118835449
Current turn eval function count: 2506
Current turn eval function average time: 2.311299728186532e-05

Move number 2 
Total States for game: 9680
Max branching factor for game: 8.460621766317953
Average states per move for game: 4840.0
Average eval function execution time for game: 1.711170451512968e-05
Eval function execution count: 7630
States for current turn: 6449
Current turn branching factor: 8.460621766317953
Current turn eval function time: 0.07264113426208496
Current turn eval function count: 5124
Current turn eval function average time: 1.4176646030851866e-05

Move number 3 
Total States for game: 40050
Max branching factor for game: 12.857482300882097
Average states per move for game: 13350.0
Average eval function execution time for game: 1.4697432282717148e-05
Eval function execution count: 34959
States for current turn: 30370
Current turn branching factor: 12.857482300882097
Current turn eval function time: 0.38324522972106934
Current turn eval function count: 27329
Current turn eval function average time: 1.4023390161406175e-05

Move number 4 
Total States for game: 81122
Max branching factor for game: 13.833326264844954
Average states per move for game: 20280.5
Average eval function execution time for game: 1.3709631219067834e-05
Eval function execution count: 71578
States for current turn: 41072
Current turn branching factor: 13.833326264844954
Current turn eval function time: 0.4675004482269287
Current turn eval function count: 36619
Current turn eval function average time: 1.2766608815831363e-05

Move number 5 
Total States for game: 124988
Max branching factor for game: 14.213192848168623
Average states per move for game: 24997.6
Average eval function execution time for game: 1.3479678347496246e-05
Eval function execution count: 112388
States for current turn: 43866
Current turn branching factor: 14.213192848168623
Current turn eval function time: 0.5336461067199707
Current turn eval function count: 40810
Current turn eval function average time: 1.3076356449889014e-05

Move number 6 
Total States for game: 157532
Max branching factor for game: 14.213192848168623
Average states per move for game: 26255.333333333332
Average eval function execution time for game: 1.3426959415771079e-05
Eval function execution count: 140499
States for current turn: 32544
Current turn branching factor: 12.94848845160345
Current turn eval function time: 0.3715202808380127
Current turn eval function count: 28111
Current turn eval function average time: 1.3216188710398516e-05

Move number 7 
Total States for game: 273571
Max branching factor for game: 17.910340550835677
Average states per move for game: 39081.57142857143
Average eval function execution time for game: 1.3308535684050798e-05
Eval function execution count: 243399
States for current turn: 116039
Current turn branching factor: 17.910340550835677
Current turn eval function time: 1.3528099060058594
Current turn eval function count: 102900
Current turn eval function average time: 1.314684068032905e-05

Move number 8 
Total States for game: 381825
Max branching factor for game: 17.910340550835677
Average states per move for game: 47728.125
Average eval function execution time for game: 1.3208264915585926e-05
Eval function execution count: 339320
States for current turn: 108254
Current turn branching factor: 17.598612324739026
Current turn eval function time: 1.242544174194336
Current turn eval function count: 95921
Current turn eval function average time: 1.295382840248054e-05

Move number 9 
Total States for game: 616305
Max branching factor for game: 21.597587496895585
Average states per move for game: 68478.33333333333
Average eval function execution time for game: 1.3785208198726706e-05
Eval function execution count: 556901
States for current turn: 234480
Current turn branching factor: 21.597587496895585
Current turn eval function time: 3.1951677799224854
Current turn eval function count: 217581
Current turn eval function average time: 1.4684957693560032e-05

Move number 10 
Total States for game: 1347385
Max branching factor for game: 28.6844075373097
Average states per move for game: 134738.5
Average eval function execution time for game: 1.3896234900792635e-05
Eval function execution count: 1233893
States for current turn: 731080
Current turn branching factor: 28.6844075373097
Current turn eval function time: 9.469470739364624
Current turn eval function count: 676992
Current turn eval function average time: 1.398756667636342e-05

Move number 11 
Total States for game: 1419002
Max branching factor for game: 28.6844075373097
Average states per move for game: 129000.18181818182
Average eval function execution time for game: 1.4127678720706782e-05
Eval function execution count: 1300488
States for current turn: 71617
Current turn branching factor: 16.064248209182544
Current turn eval function time: 1.226409673690796
Current turn eval function count: 66595
Current turn eval function average time: 1.841594224327346e-05

Move number 12 
Total States for game: 1531205
Max branching factor for game: 28.6844075373097
Average states per move for game: 127600.41666666667
Average eval function execution time for game: 1.4363933458422867e-05
Eval function execution count: 1404394
States for current turn: 112203
Current turn branching factor: 17.953956003401874
Current turn eval function time: 1.7997453212738037
Current turn eval function count: 103906
Current turn eval function average time: 1.732089890163998e-05

Move number 13 
Total States for game: 1613114
Max branching factor for game: 28.6844075373097
Average states per move for game: 124085.69230769231
Average eval function execution time for game: 1.4524252966376774e-05
Eval function execution count: 1479429
States for current turn: 81909
Current turn branching factor: 16.550684948492368
Current turn eval function time: 1.314979076385498
Current turn eval function count: 75035
Current turn eval function average time: 1.7524876076304367e-05

Move number 14 
Total States for game: 1766778
Max branching factor for game: 28.6844075373097
Average states per move for game: 126198.42857142857
Average eval function execution time for game: 1.4773584862961097e-05
Eval function execution count: 1622532
States for current turn: 153664
Current turn branching factor: 19.44966764818107
Current turn eval function time: 2.483013153076172
Current turn eval function count: 143103
Current turn eval function average time: 1.7351230603664298e-05

Move number 15 
Total States for game: 2631075
Max branching factor for game: 29.993673925246114
Average states per move for game: 175405.0
Average eval function execution time for game: 1.5710368654776523e-05
Eval function execution count: 2431849
States for current turn: 864297
Current turn branching factor: 29.993673925246114
